year,month,originCountry,totalCount,dollarRate,apparent_temperature_mean_celcius,sunshine_duration_seconds,rain_sum_mm,precipitation_hours,num_establishments,num_rooms,AirPassengerFaresIndex,consumerPriceIndex,month_num
2024,March,Australia,8852,300.3,30.82839506,37584.72049,2.075308642,4.864197531,4519,55455,178.6,137.4,3
2024,March,United States,7617,300.3,30.82839506,37584.72049,2.075308642,4.864197531,4519,55455,178.6,143.2350938,3
2024,March,Poland,4789,300.3,30.82839506,37584.72049,2.075308642,4.864197531,4519,55455,178.6,183.1,3
2024,March,Canada,4034,300.3,30.82839506,37584.72049,2.075308642,4.864197531,4519,55455,178.6,159.8,3
2024,April,India,27304,297.25,30.82962963,38963.96389,2.304320988,5.444444444,4519,55455,180.8,186.7,4
2024,April,Russia,15103,297.25,30.82962963,38963.96389,2.304320988,5.444444444,4519,55455,180.8,255.2,4
2024,April,United Kingdom,13173,297.25,30.82962963,38963.96389,2.304320988,5.444444444,4519,55455,180.8,132.2,4
2024,April,Germany,9843,297.25,30.82962963,38963.96389,2.304320988,5.444444444,4519,55455,180.8,119.2,4
2024,April,France,8792,297.25,30.82962963,38963.96389,2.304320988,5.444444444,4519,55455,180.8,120.07,4
2024,April,China,8518,297.25,30.82962963,38963.96389,2.304320988,5.444444444,4519,55455,180.8,103.2,4
2024,April,Australia,7202,297.25,30.82962963,38963.96389,2.304320988,5.444444444,4519,55455,180.8,138.8,4
2024,April,United States,5574,297.25,30.82962963,38963.96389,2.304320988,5.444444444,4519,55455,180.8,143.79275,4
2024,April,Canada,3594,297.25,30.82962963,38963.96389,2.304320988,5.444444444,4519,55455,180.8,160.6,4
2024,April,Netherlands,3437,297.25,30.82962963,38963.96389,2.304320988,5.444444444,4519,55455,180.8,129.42,4
2024,May,India,32254,301.8,30.94074074,38840.00031,2.502469136,5.765432099,4519,55455,181.5,187.7,5
2024,May,United Kingdom,8094,301.8,30.94074074,38840.00031,2.502469136,5.765432099,4519,55455,181.5,132.7,5
2024,May,Maldives,8040,301.8,30.94074074,38840.00031,2.502469136,5.765432099,4519,55455,181.5,102.6575979,5
2024,May,China,7511,301.8,30.94074074,38840.00031,2.502469136,5.765432099,4519,55455,181.5,103.2,5
2024,May,Germany,7495,301.8,30.94074074,38840.00031,2.502469136,5.765432099,4519,55455,181.5,119.3,5
2024,May,Australia,5465,301.8,30.94074074,38840.00031,2.502469136,5.765432099,4519,55455,181.5,138.8,5
2024,May,Russia,4384,301.8,30.94074074,38840.00031,2.502469136,5.765432099,4519,55455,181.5,257.1,5
2024,May,United States,4082,301.8,30.94074074,38840.00031,2.502469136,5.765432099,4519,55455,181.5,144.03168,5
2024,May,France,4064,301.8,30.94074074,38840.00031,2.502469136,5.765432099,4519,55455,181.5,120.11,5
2024,May,Canada,3294,301.8,30.94074074,38840.00031,2.502469136,5.765432099,4519,55455,181.5,161.5,5
2024,June,India,28631,305.9,30.89012346,37813.53586,2.397530864,4.222222222,4519,55455,197.9,190.2,6
2024,June,United Kingdom,9266,305.9,30.89012346,37813.53586,2.397530864,4.222222222,4519,55455,197.9,133.0,6
2024,June,China,8575,305.9,30.89012346,37813.53586,2.397530864,4.222222222,4519,55455,197.9,102.9,6
2024,June,Australia,6317,305.9,30.89012346,37813.53586,2.397530864,4.222222222,4519,55455,197.9,138.8,6
2024,June,Maldives,5109,305.9,30.89012346,37813.53586,2.397530864,4.222222222,4519,55455,197.9,103.4058817,6
2024,June,Germany,4556,305.9,30.89012346,37813.53586,2.397530864,4.222222222,4519,55455,197.9,119.4,6
2024,June,Bangladesh,4374,305.9,30.89012346,37813.53586,2.397530864,4.222222222,4519,55455,197.9,123.38,6
2024,June,United States,4023,305.9,30.89012346,37813.53586,2.397530864,4.222222222,4519,55455,197.9,144.0802915,6
2024,June,Russia,3412,305.9,30.89012346,37813.53586,2.397530864,4.222222222,4519,55455,197.9,258.8,6
2024,June,Canada,3263,305.9,30.89012346,37813.53586,2.397530864,4.222222222,4519,55455,197.9,161.4,6
2024,July,India,41173,302.25,30.52962963,36924.60444,3.148765432,5.487654321,4519,55455,175.5,193.0,7
2024,July,United Kingdom,20837,302.25,30.52962963,36924.60444,3.148765432,5.487654321,4519,55455,175.5,132.9,7
2024,July,China,13040,302.25,30.52962963,36924.60444,3.148765432,5.487654321,4519,55455,175.5,103.4,7
2024,July,Netherlands,11431,302.25,30.52962963,36924.60444,3.148765432,5.487654321,4519,55455,175.5,131.82,7
2024,July,Germany,10618,302.25,30.52962963,36924.60444,3.148765432,5.487654321,4519,55455,175.5,119.8,7
2024,July,France,9405,302.25,30.52962963,36924.60444,3.148765432,5.487654321,4519,55455,175.5,120.42,7
2024,July,Australia,7371,302.25,30.52962963,36924.60444,3.148765432,5.487654321,4519,55455,175.5,139.1,7
2024,July,Switzerland,5089,302.25,30.52962963,36924.60444,3.148765432,5.487654321,4519,55455,175.5,107.539,7
2024,July,United States,4962,302.25,30.52962963,36924.60444,3.148765432,5.487654321,4519,55455,175.5,144.2476801,7
2024,July,Canada,4821,302.25,30.52962963,36924.60444,3.148765432,5.487654321,4519,55455,175.5,162.1,7
2024,August,India,33031,299.0,30.28765432,34114.20907,4.669753086,6.345679012,4519,55455,153.8,193.0,8
2024,August,United Kingdom,17587,299.0,30.28765432,34114.20907,4.669753086,6.345679012,4519,55455,153.8,133.4,8
2024,August,China,11333,299.0,30.28765432,34114.20907,4.669753086,6.345679012,4519,55455,153.8,103.8,8
2024,August,Germany,10623,299.0,30.28765432,34114.20907,4.669753086,6.345679012,4519,55455,153.8,119.7,8
2024,August,Italy,9586,299.0,30.28765432,34114.20907,4.669753086,6.345679012,4519,55455,153.8,121.4,8
2024,August,France,8596,299.0,30.28765432,34114.20907,4.669753086,6.345679012,4519,55455,153.8,121.06,8
2024,August,Spain,7262,299.0,30.28765432,34114.20907,4.669753086,6.345679012,4519,55455,153.8,115.707,8
2024,August,Australia,6687,299.0,30.28765432,34114.20907,4.669753086,6.345679012,4519,55455,153.8,139.1,8
2024,August,Netherlands,5355,299.0,30.28765432,34114.20907,4.669753086,6.345679012,4519,55455,153.8,132.24,8
2024,August,Russia,4351,299.0,30.28765432,34114.20907,4.669753086,6.345679012,4519,55455,153.8,262.4,8
2024,September,India,27884,296.0,29.91555556,31047.71911,6.226666667,5.948148148,4519,55455,175.2,194.2,9
2024,September,China,9078,296.0,29.91555556,31047.71911,6.226666667,5.948148148,4519,55455,175.2,103.8,9
2024,September,United Kingdom,8688,296.0,29.91555556,31047.71911,6.226666667,5.948148148,4519,55455,175.2,133.5,9
2024,September,Germany,8260,296.0,29.91555556,31047.71911,6.226666667,5.948148148,4519,55455,175.2,119.7,9
2024,September,Australia,7200,296.0,29.91555556,31047.71911,6.226666667,5.948148148,4519,55455,175.2,139.1,9
2024,September,Maldives,4359,296.0,29.91555556,31047.71911,6.226666667,5.948148148,4519,55455,175.2,103.870556,9
2024,September,Russia,4199,296.0,29.91555556,31047.71911,6.226666667,5.948148148,4519,55455,175.2,263.5,9
2024,September,Bangladesh,4178,296.0,29.91555556,31047.71911,6.226666667,5.948148148,4519,55455,175.2,130.61,9
2024,September,Spain,4166,296.0,29.91555556,31047.71911,6.226666667,5.948148148,4519,55455,175.2,115.009,9
2024,September,France,3749,296.0,29.91555556,31047.71911,6.226666667,5.948148148,4519,55455,175.2,119.56,9
2024,October,India,36417,292.9,29.94518519,30060.81037,6.332592593,6.785185185,4519,55455,182.1,196.8,10
2024,October,Russia,10367,292.9,29.94518519,30060.81037,6.332592593,6.785185185,4519,55455,182.1,265.4,10
2024,October,United Kingdom,10206,292.9,29.94518519,30060.81037,6.332592593,6.785185185,4519,55455,182.1,134.3,10
2024,October,Germany,9217,292.9,29.94518519,30060.81037,6.332592593,6.785185185,4519,55455,182.1,120.2,10
2024,October,China,8307,292.9,29.94518519,30060.81037,6.332592593,6.785185185,4519,55455,182.1,103.6,10
2024,October,Australia,6523,292.9,29.94518519,30060.81037,6.332592593,6.785185185,4519,55455,182.1,139.4,10
2024,October,France,4688,292.9,29.94518519,30060.81037,6.332592593,6.785185185,4519,55455,182.1,119.89,10
2024,October,Bangladesh,3732,292.9,29.94518519,30060.81037,6.332592593,6.785185185,4519,55455,182.1,133.32,10
2024,October,Spain,3458,292.9,29.94518519,30060.81037,6.332592593,6.785185185,4519,55455,182.1,115.726,10
2024,October,United States,3170,292.9,29.94518519,30060.81037,6.332592593,6.785185185,4519,55455,182.1,144.7631452,10
2024,November,India,41120,290.6,30.0637037,35606.69074,6.294074074,5.42962963,4519,55455,173.3,196.5,11
2024,November,Russia,29053,290.6,30.0637037,35606.69074,6.294074074,5.42962963,4519,55455,173.3,269.3,11
2024,November,United Kingdom,12912,290.6,30.0637037,35606.69074,6.294074074,5.42962963,4519,55455,173.3,134.6,11
2024,November,Germany,12593,290.6,30.0637037,35606.69074,6.294074074,5.42962963,4519,55455,173.3,119.9,11
2024,November,China,8371,290.6,30.0637037,35606.69074,6.294074074,5.42962963,4519,55455,173.3,103.0,11
2024,November,Australia,7937,290.6,30.0637037,35606.69074,6.294074074,5.42962963,4519,55455,173.3,139.4,11
2024,November,France,6665,290.6,30.0637037,35606.69074,6.294074074,5.42962963,4519,55455,173.3,119.72,11
2024,November,Poland,5164,290.6,30.0637037,35606.69074,6.294074074,5.42962963,4519,55455,173.3,190.0,11
2024,November,United States,4472,290.6,30.0637037,35606.69074,6.294074074,5.42962963,4519,55455,173.3,144.6847248,11
2024,November,Spain,3655,290.6,30.0637037,35606.69074,6.294074074,5.42962963,4519,55455,173.3,116.01,11
2024,December,India,52881,293.0,29.8162963,33284.20741,8.215555556,6.311111111,4519,55455,191.6,195.4,12
2024,December,Russia,35268,293.0,29.8162963,33284.20741,8.215555556,6.311111111,4519,55455,191.6,272.8,12
2024,December,United Kingdom,18757,293.0,29.8162963,33284.20741,8.215555556,6.311111111,4519,55455,191.6,135.1,12
2024,December,Germany,14703,293.0,29.8162963,33284.20741,8.215555556,6.311111111,4519,55455,191.6,120.5,12
2024,December,Australia,13109,293.0,29.8162963,33284.20741,8.215555556,6.311111111,4519,55455,191.6,139.4,12
2024,December,China,9924,293.0,29.8162963,33284.20741,8.215555556,6.311111111,4519,55455,191.6,103.0,12
2024,December,United States,8212,293.0,29.8162963,33284.20741,8.215555556,6.311111111,4519,55455,191.6,144.7360878,12
2024,December,Maldives,6903,293.0,29.8162963,33284.20741,8.215555556,6.311111111,4519,55455,191.6,107.4460219,12
2024,December,France,6332,293.0,29.8162963,33284.20741,8.215555556,6.311111111,4519,55455,191.6,119.95,12
2024,December,Poland,6233,293.0,29.8162963,33284.20741,8.215555556,6.311111111,4519,55455,191.6,190.0,12
2022,August,United Kingdom,6776,357.88,28.29382716,31292.65691,4.955864198,6.453703704,3829,48120,172.0,121.8,8
2022,August,India,5340,357.88,28.29382716,31292.65691,4.955864198,6.453703704,3829,48120,172.0,174.3,8
2022,August,Germany,3251,357.88,28.29382716,31292.65691,4.955864198,6.453703704,3829,48120,172.0,110.7,8
2022,August,France,2784,357.88,28.29382716,31292.65691,4.955864198,6.453703704,3829,48120,172.0,113.38,8
2022,August,Canada,2581,357.88,28.29382716,31292.65691,4.955864198,6.453703704,3829,48120,172.0,152.6,8
2022,August,Spain,2148,357.88,28.29382716,31292.65691,4.955864198,6.453703704,3829,48120,172.0,110.265,8
2022,August,Australia,1898,357.88,28.29382716,31292.65691,4.955864198,6.453703704,3829,48120,172.0,128.4,8
2022,August,Russia,1426,357.88,28.29382716,31292.65691,4.955864198,6.453703704,3829,48120,172.0,228.7,8
2022,August,United States,1105,357.88,28.29382716,31292.65691,4.955864198,6.453703704,3829,48120,172.0,135.8236779,8
2022,August,Netherlands,1021,357.88,28.29382716,31292.65691,4.955864198,6.453703704,3829,48120,172.0,123.95,8
2022,September,India,6493,365.5,28.22808642,32366.21022,5.333333333,6.87345679,3829,48120,180.1,175.3,9
2022,September,United Kingdom,2872,365.5,28.22808642,32366.21022,5.333333333,6.87345679,3829,48120,180.1,122.3,9
2022,September,Australia,2309,365.5,28.22808642,32366.21022,5.333333333,6.87345679,3829,48120,180.1,128.4,9
2022,September,Germany,2149,365.5,28.22808642,32366.21022,5.333333333,6.87345679,3829,48120,180.1,112.7,9
2022,September,Russia,1553,365.5,28.22808642,32366.21022,5.333333333,6.87345679,3829,48120,180.1,228.8,9
2022,September,Canada,1552,365.5,28.22808642,32366.21022,5.333333333,6.87345679,3829,48120,180.1,152.7,9
2022,September,Maldives,1314,365.5,28.22808642,32366.21022,5.333333333,6.87345679,3829,48120,180.1,100.0542322,9
2022,September,France,1201,365.5,28.22808642,32366.21022,5.333333333,6.87345679,3829,48120,180.1,112.74,9
2022,September,Spain,1091,365.5,28.22808642,32366.21022,5.333333333,6.87345679,3829,48120,180.1,109.498,9
2022,September,United States,991,365.5,28.22808642,32366.21022,5.333333333,6.87345679,3829,48120,180.1,136.1158054,9
2022,October,India,8862,363.0,28.48549383,32748.63759,5.099074074,7.651234568,3829,48120,188.1,176.7,10
2022,October,Russia,6189,363.0,28.48549383,32748.63759,5.099074074,7.651234568,3829,48120,188.1,229.3,10
2022,October,United Kingdom,4275,363.0,28.48549383,32748.63759,5.099074074,7.651234568,3829,48120,188.1,124.3,10
2022,October,Germany,2881,363.0,28.48549383,32748.63759,5.099074074,7.651234568,3829,48120,188.1,113.5,10
2022,October,Australia,2106,363.0,28.48549383,32748.63759,5.099074074,7.651234568,3829,48120,188.1,130.8,10
2022,October,Maldives,1943,363.0,28.48549383,32748.63759,5.099074074,7.651234568,3829,48120,188.1,99.98126807,10
2022,October,Canada,1625,363.0,28.48549383,32748.63759,5.099074074,7.651234568,3829,48120,188.1,153.8,10
2022,October,France,1540,363.0,28.48549383,32748.63759,5.099074074,7.651234568,3829,48120,188.1,113.9,10
2022,October,United States,1253,363.0,28.48549383,32748.63759,5.099074074,7.651234568,3829,48120,188.1,136.6679584,10
2022,October,Switzerland,889,363.0,28.48549383,32748.63759,5.099074074,7.651234568,3829,48120,188.1,104.6392,10
2022,November,Russia,13820,368.5,28.65617284,33577.90969,5.821604938,7.910493827,3829,48120,187.0,230.1,11
2022,November,India,10167,368.5,28.65617284,33577.90969,5.821604938,7.910493827,3829,48120,187.0,176.5,11
2022,November,Germany,5169,368.5,28.65617284,33577.90969,5.821604938,7.910493827,3829,48120,187.0,113.7,11
2022,November,United Kingdom,4506,368.5,28.65617284,33577.90969,5.821604938,7.910493827,3829,48120,187.0,124.8,11
2022,November,Australia,2939,368.5,28.65617284,33577.90969,5.821604938,7.910493827,3829,48120,187.0,130.8,11
2022,November,United States,2089,368.5,28.65617284,33577.90969,5.821604938,7.910493827,3829,48120,187.0,136.5299201,11
2022,November,Canada,1994,368.5,28.65617284,33577.90969,5.821604938,7.910493827,3829,48120,187.0,154.0,11
2022,November,France,1841,368.5,28.65617284,33577.90969,5.821604938,7.910493827,3829,48120,187.0,114.26,11
2022,November,Maldives,1626,368.5,28.65617284,33577.90969,5.821604938,7.910493827,3829,48120,187.0,100.0,11
2022,November,Switzerland,832,368.5,28.65617284,33577.90969,5.821604938,7.910493827,3829,48120,187.0,104.6432,11
2022,December,Russia,19963,367.5,28.72376543,34277.16401,6.940123457,8.712962963,3829,48120,198.1,231.9,12
2022,December,India,17350,367.5,28.72376543,34277.16401,6.940123457,8.712962963,3829,48120,198.1,175.7,12
2022,December,United Kingdom,7879,367.5,28.72376543,34277.16401,6.940123457,8.712962963,3829,48120,198.1,125.3,12
2022,December,Australia,5158,367.5,28.72376543,34277.16401,6.940123457,8.712962963,3829,48120,198.1,130.8,12
2022,December,Germany,4984,367.5,28.72376543,34277.16401,6.940123457,8.712962963,3829,48120,198.1,113.2,12
2022,December,United States,3638,367.5,28.72376543,34277.16401,6.940123457,8.712962963,3829,48120,198.1,136.1107608,12
2022,December,Maldives,3444,367.5,28.72376543,34277.16401,6.940123457,8.712962963,3829,48120,198.1,100.4900371,12
2022,December,France,2665,367.5,28.72376543,34277.16401,6.940123457,8.712962963,3829,48120,198.1,114.16,12
2022,December,Canada,2618,367.5,28.72376543,34277.16401,6.940123457,8.712962963,3829,48120,198.1,153.1,12
2022,December,Israel,1457,367.5,28.72376543,34277.16401,6.940123457,8.712962963,3829,48120,198.1,95.0,12
2022,January,Russia,13478,201.2,28.48981481,31244.14444,7.84382716,8.679012346,3829,48120,140.8,209.2546,1
2022,January,India,11751,201.2,28.48981481,31244.14444,7.84382716,8.679012346,3829,48120,140.8,165.7,1
2022,January,Ukraine,7774,201.2,28.48981481,31244.14444,7.84382716,8.679012346,3829,48120,140.8,320.4,1
2022,January,United Kingdom,7442,201.2,28.48981481,31244.14444,7.84382716,8.679012346,3829,48120,140.8,114.6,1
2022,January,Germany,5339,201.2,28.48981481,31244.14444,7.84382716,8.679012346,3829,48120,140.8,105.2,1
2022,January,France,3616,201.2,28.48981481,31244.14444,7.84382716,8.679012346,3829,48120,140.8,108.12,1
2022,January,Poland,3185,201.2,28.48981481,31244.14444,7.84382716,8.679012346,3829,48120,140.8,149.1,1
2022,January,Australia,2814,201.2,28.48981481,31244.14444,7.84382716,8.679012346,3829,48120,140.8,123.9,1
2022,January,Maldives,2401,201.2,28.48981481,31244.14444,7.84382716,8.679012346,3829,48120,140.8,97.55655781,1
2022,January,Kazakhstan,2041,201.2,28.48981481,31244.14444,7.84382716,8.679012346,3829,48120,140.8,227.85,1
2022,February,Russia,15340,200.92,28.47654321,32247.28485,7.447530864,9.111111111,3829,48120,149.4,211.7029,2
2022,February,India,12744,200.92,28.47654321,32247.28485,7.447530864,9.111111111,3829,48120,149.4,166.1,2
2022,February,United Kingdom,10642,200.92,28.47654321,32247.28485,7.447530864,9.111111111,3829,48120,149.4,115.4,2
2022,February,Germany,7780,200.92,28.47654321,32247.28485,7.447530864,9.111111111,3829,48120,149.4,106.0,2
2022,February,France,5699,200.92,28.47654321,32247.28485,7.447530864,9.111111111,3829,48120,149.4,108.94,2
2022,February,Ukraine,5288,200.92,28.47654321,32247.28485,7.447530864,9.111111111,3829,48120,149.4,325.5,2
2022,February,Poland,4315,200.92,28.47654321,32247.28485,7.447530864,9.111111111,3829,48120,149.4,148.7,2
2022,February,Kazakhstan,2821,200.92,28.47654321,32247.28485,7.447530864,9.111111111,3829,48120,149.4,229.673,2
2022,February,Czech Republic,2055,200.92,28.47654321,32247.28485,7.447530864,9.111111111,3829,48120,149.4,126.2,2
2022,February,Canada,1958,200.92,28.47654321,32247.28485,7.447530864,9.111111111,3829,48120,149.4,146.8,2
2022,March,India,23216,294.0,28.52716049,31563.2634,8.434567901,9.317901235,3829,48120,162.2,167.7,3
2022,March,United Kingdom,12908,294.0,28.52716049,31563.2634,8.434567901,9.317901235,3829,48120,162.2,116.5,3
2022,March,Germany,9561,294.0,28.52716049,31563.2634,8.434567901,9.317901235,3829,48120,162.2,108.1,3
2022,March,Russia,8899,294.0,28.52716049,31563.2634,8.434567901,9.317901235,3829,48120,162.2,227.82,3
2022,March,France,5741,294.0,28.52716049,31563.2634,8.434567901,9.317901235,3829,48120,162.2,110.49,3
2022,March,Poland,3315,294.0,28.52716049,31563.2634,8.434567901,9.317901235,3829,48120,162.2,153.6,3
2022,March,United States,3114,294.0,28.52716049,31563.2634,8.434567901,9.317901235,3829,48120,162.2,131.8490017,3
2022,March,Canada,2989,294.0,28.52716049,31563.2634,8.434567901,9.317901235,3829,48120,162.2,148.9,3
2022,March,Kazakhstan,2598,294.0,28.52716049,31563.2634,8.434567901,9.317901235,3829,48120,162.2,238.171,3
2022,March,Australia,2359,294.0,28.52716049,31563.2634,8.434567901,9.317901235,3829,48120,162.2,123.9,3
2022,April,United Kingdom,11539,355.0,28.71728395,32326.95216,7.485493827,8.540123457,3829,48120,168.1,119.0,4
2022,April,India,8678,355.0,28.71728395,32326.95216,7.485493827,8.540123457,3829,48120,168.1,170.1,4
2022,April,Germany,6088,355.0,28.71728395,32326.95216,7.485493827,8.540123457,3829,48120,168.1,108.8,4
2022,April,France,4035,355.0,28.71728395,32326.95216,7.485493827,8.540123457,3829,48120,168.1,110.97,4
2022,April,Russia,3874,355.0,28.71728395,32326.95216,7.485493827,8.540123457,3829,48120,168.1,231.4,4
2022,April,Australia,3508,355.0,28.71728395,32326.95216,7.485493827,8.540123457,3829,48120,168.1,126.1,4
2022,April,Canada,2083,355.0,28.71728395,32326.95216,7.485493827,8.540123457,3829,48120,168.1,149.8,4
2022,April,United States,1872,355.0,28.71728395,32326.95216,7.485493827,8.540123457,3829,48120,168.1,132.5850529,4
2022,April,Switzerland,1647,355.0,28.71728395,32326.95216,7.485493827,8.540123457,3829,48120,168.1,103.3351,4
2022,April,Netherlands,1575,355.0,28.71728395,32326.95216,7.485493827,8.540123457,3829,48120,168.1,119.81,4
2022,May,India,5562,360.0,28.57716049,31726.73975,7.869135802,9.040123457,3829,48120,173.5,171.7,5
2022,May,United Kingdom,3723,360.0,28.57716049,31726.73975,7.869135802,9.040123457,3829,48120,173.5,119.7,5
2022,May,Russia,3202,360.0,28.57716049,31726.73975,7.869135802,9.040123457,3829,48120,173.5,231.6,5
2022,May,Germany,2208,360.0,28.57716049,31726.73975,7.869135802,9.040123457,3829,48120,173.5,109.8,5
2022,May,Canada,2013,360.0,28.57716049,31726.73975,7.869135802,9.040123457,3829,48120,173.5,151.9,5
2022,May,Australia,1660,360.0,28.57716049,31726.73975,7.869135802,9.040123457,3829,48120,173.5,126.1,5
2022,May,United States,1368,360.0,28.57716049,31726.73975,7.869135802,9.040123457,3829,48120,173.5,134.0466074,5
2022,May,France,1076,360.0,28.57716049,31726.73975,7.869135802,9.040123457,3829,48120,173.5,111.72,5
2022,May,Maldives,849,360.0,28.57716049,31726.73975,7.869135802,9.040123457,3829,48120,173.5,99.08354377,5
2022,May,Spain,692,360.0,28.57716049,31726.73975,7.869135802,9.040123457,3829,48120,173.5,108.262,5
2022,June,India,6810,356.0,28.50740741,30689.01509,2.973148148,6.287037037,3829,48120,191.1,172.6,6
2022,June,United Kingdom,3368,356.0,28.50740741,30689.01509,2.973148148,6.287037037,3829,48120,191.1,120.5,6
2022,June,Australia,2511,356.0,28.50740741,30689.01509,2.973148148,6.287037037,3829,48120,191.1,126.1,6
2022,June,Germany,2466,356.0,28.50740741,30689.01509,2.973148148,6.287037037,3829,48120,191.1,109.8,6
2022,June,Canada,2308,356.0,28.50740741,30689.01509,2.973148148,6.287037037,3829,48120,191.1,152.9,6
2022,June,France,1717,356.0,28.50740741,30689.01509,2.973148148,6.287037037,3829,48120,191.1,112.55,6
2022,June,United States,1647,356.0,28.50740741,30689.01509,2.973148148,6.287037037,3829,48120,191.1,135.8878818,6
2022,June,Russia,1610,356.0,28.50740741,30689.01509,2.973148148,6.287037037,3829,48120,191.1,230.8,6
2022,June,Maldives,1130,356.0,28.50740741,30689.01509,2.973148148,6.287037037,3829,48120,191.1,99.5262474,6
2022,June,Spain,1027,356.0,28.50740741,30689.01509,2.973148148,6.287037037,3829,48120,191.1,110.267,6
2022,July,United Kingdom,9257,357.0,28.5345679,30562.54849,3.059259259,6.404320988,3829,48120,190.8,121.2,7
2022,July,India,6031,357.0,28.5345679,30562.54849,3.059259259,6.404320988,3829,48120,190.8,173.4,7
2022,July,Germany,3666,357.0,28.5345679,30562.54849,3.059259259,6.404320988,3829,48120,190.8,110.3,7
2022,July,France,3567,357.0,28.5345679,30562.54849,3.059259259,6.404320988,3829,48120,190.8,112.87,7
2022,July,Canada,3458,357.0,28.5345679,30562.54849,3.059259259,6.404320988,3829,48120,190.8,153.1,7
2022,July,Switzerland,2207,357.0,28.5345679,30562.54849,3.059259259,6.404320988,3829,48120,190.8,104.4916,7
2022,July,Netherlands,2053,357.0,28.5345679,30562.54849,3.059259259,6.404320988,3829,48120,190.8,121.57,7
2022,July,Australia,1974,357.0,28.5345679,30562.54849,3.059259259,6.404320988,3829,48120,190.8,128.4,7
2022,July,Russia,1918,357.0,28.5345679,30562.54849,3.059259259,6.404320988,3829,48120,190.8,229.9,7
2022,July,Spain,1499,357.0,28.5345679,30562.54849,3.059259259,6.404320988,3829,48120,190.8,109.986,7
2023,January,Russia,25254,365.0,28.98333333,31970.14997,8.508641975,9.685185185,4346,53229,173.5,233.9,1
2023,January,India,13759,365.0,28.98333333,31970.14997,8.508641975,9.685185185,4346,53229,173.5,176.5,1
2023,January,United Kingdom,8483,365.0,28.98333333,31970.14997,8.508641975,9.685185185,4346,53229,173.5,124.8,1
2023,January,Germany,8217,365.0,28.98333333,31970.14997,8.508641975,9.685185185,4346,53229,173.5,114.3,1
2023,January,France,4840,365.0,28.98333333,31970.14997,8.508641975,9.685185185,4346,53229,173.5,114.6,1
